,p00739_f001,p00739_f002,p00739_f003,p00739_f004,p00739_f005,p00739_f006,p00739_f007,p00739_f008,p00739_f009,p00739_f010,p00739_f011
238,2023/04/06,--,--,1692.0000,304933.0000,4615.0000,0.0000,--,--,8672.0000,8718.0000
237,2023/04/07,--,--,1692.0000,305612.0000,4281.0000,-334.0000,--,--,8668.0000,8699.0000
236,2023/04/10,--,--,1675.0000,309419.0000,4281.0000,0.0000,--,--,8678.0000,8684.0000
235,2023/04/11,--,--,975.0000,316174.0000,4981.0000,700.0000,--,--,8648.0000,8623.0000
234,2023/04/12,--,--,930.0000,326880.0000,4981.0000,0.0000,--,--,8634.0000,8646.0000
233,2023/04/13,--,--,900.0000,347493.0000,4981.0000,0.0000,--,--,8668.0000,8677.0000
232,2023/04/14,--,--,899.0000,347590.0000,4730.0000,-251.0000,--,--,8610.0000,8585.0000
231,2023/04/17,--,--,615.0000,362956.0000,5008.0000,278.0000,--,--,8729.0000,8724.0000
230,2023/04/18,--,--,615.0000,357343.0000,4808.0000,-200.0000,--,--,8610.0000,8588.0000
229,2023/04/19,--,--,615.0000,354973.0000,4888.0000,80.0000,--,--,8629.0000,8636.0000
228,2023/04/20,--,--,315.0000,334186.0000,3988.0000,-900.0000,--,--,8514.0000,8520.0000
227,2023/04/21,--,--,108.0000,331620.0000,3987.0000,-1.0000,--,--,8509.0000,8534.0000
226,2023/04/24,--,--,108.0000,331789.0000,3687.0000,-300.0000,--,--,8433.0000,8534.0000
225,2023/04/25,--,--,0.0000,326259.0000,3287.0000,-400.0000,--,--,8420.0000,8656.0000
224,2023/04/26,--,--,13127.0000,328156.0000,2687.0000,-600.0000,--,--,8324.0000,8336.0000
223,2023/04/27,--,--,7233.0000,333839.0000,204.0000,-2483.0000,--,--,8285.0000,8288.0000
222,2023/04/28,--,--,3476.0000,325137.0000,0.0000,-204.0000,--,--,8240.0000,8229.0000
221,2023/05/04,--,--,2294.0000,343146.0000,1700.0000,1700.0000,--,--,8005.0000,8097.0000
220,2023/05/05,--,--,1539.0000,357291.0000,2000.0000,300.0000,--,--,7999.0000,8012.0000
219,2023/05/08,--,--,1399.0000,342232.0000,2000.0000,0.0000,--,--,8159.0000,8220.0000
218,2023/05/09,--,--,1187.0000,347058.0000,1659.0000,-341.0000,--,--,8168.0000,8186.0000
217,2023/05/10,--,--,1187.0000,343050.0000,1333.0000,-326.0000,--,--,8144.0000,8250.0000
216,2023/05/11,--,--,1187.0000,365024.0000,1231.0000,-102.0000,--,--,8092.0000,8250.0000
215,2023/05/12,--,--,1187.0000,395173.0000,1104.0000,-127.0000,--,--,7954.0000,8004.0000
214,2023/05/15,--,--,1187.0000,403857.0000,480.0000,-624.0000,--,--,7817.0000,7939.0000
213,2023/05/16,--,--,1187.0000,414339.0000,420.0000,-60.0000,--,--,7820.0000,7987.0000
212,2023/05/17,--,--,1097.0000,404078.0000,425.0000,5.0000,--,--,7720.0000,7865.0000
211,2023/05/18,--,--,1097.0000,399584.0000,1306.0000,881.0000,--,--,7846.0000,8114.0000
210,2023/05/19,--,--,315.0000,396844.0000,1090.0000,-216.0000,--,--,7853.0000,8050.0000
209,2023/05/22,--,--,315.0000,426643.0000,1030.0000,-60.0000,--,--,7663.0000,8168.0000
208,2023/05/23,--,--,315.0000,467262.0000,915.0000,-115.0000,--,--,7482.0000,7808.0000
207,2023/05/24,--,--,1.0000,458629.0000,1175.0000,260.0000,--,--,7506.0000,7637.0000
206,2023/05/25,--,--,1.0000,461786.0000,1077.0000,-98.0000,--,--,7496.0000,7637.0000
205,2023/05/26,--,--,0.0000,448441.0000,781.0000,-296.0000,--,--,7577.0000,7724.0000
204,2023/05/29,--,--,16264.0000,445942.0000,563.0000,-218.0000,--,--,7748.0000,7918.0000
203,2023/05/30,--,--,8361.0000,438368.0000,319.0000,-244.0000,--,--,7756.0000,7938.0000
202,2023/05/31,--,--,4385.0000,436171.0000,0.0000,-319.0000,--,--,7654.0000,7866.0000
201,2023/06/01,--,--,3891.0000,447485.0000,--,--,--,--,7709.0000,7968.0000
200,2023/06/02,--,--,3875.0000,436904.0000,--,--,--,--,7668.0000,7883.0000
199,2023/06/05,--,--,3836.0000,440236.0000,--,--,--,--,7764.0000,7992.0000
198,2023/06/06,--,--,3831.0000,448035.0000,1180.0000,1180.0000,--,--,7660.0000,7855.0000
197,2023/06/07,--,--,3805.0000,451376.0000,1180.0000,0.0000,--,--,7652.0000,7941.0000
196,2023/06/08,--,--,3593.0000,509241.0000,1378.0000,198.0000,--,--,7556.0000,7766.0000
195,2023/06/09,--,--,3436.0000,519187.0000,1342.0000,-36.0000,--,--,7469.0000,7683.0000
194,2023/06/12,--,--,3396.0000,575023.0000,1289.0000,-53.0000,--,--,7376.0000,7650.0000
193,2023/06/13,--,--,3396.0000,592009.0000,1241.0000,-48.0000,--,--,7190.0000,7647.0000
192,2023/06/14,--,--,3151.0000,561159.0000,1234.0000,-7.0000,--,--,7295.0000,7539.0000
191,2023/06/15,--,--,3150.0000,564949.0000,99.0000,-1135.0000,--,--,7058.0000,7650.0000
190,2023/06/16,--,--,3150.0000,539749.0000,0.0000,-99.0000,--,--,7171.0000,7650.0000
189,2023/06/19,--,--,1610.0000,540237.0000,2135.0000,2135.0000,--,--,7198.0000,7476.0000
188,2023/06/20,--,--,715.0000,528614.0000,2135.0000,0.0000,--,--,7170.0000,7480.0000
187,2023/06/21,--,--,715.0000,505176.0000,2655.0000,520.0000,--,--,7228.0000,7480.0000
186,2023/06/26,--,--,195.0000,521503.0000,1404.0000,-1251.0000,--,--,7093.0000,7480.0000
185,2023/06/27,--,--,0.0000,522218.0000,1394.0000,-10.0000,--,--,7051.0000,7516.0000
184,2023/06/28,--,--,17795.0000,530758.0000,1394.0000,0.0000,--,--,7035.0000,7135.0000
183,2023/06/29,--,--,10917.0000,512062.0000,1064.0000,-330.0000,--,--,7120.0000,7153.0000
182,2023/06/30,--,--,6632.0000,496292.0000,0.0000,-1064.0000,--,--,7160.0000,7194.0000
181,2023/07/03,--,--,6456.0000,487356.0000,--,--,--,--,7276.0000,7330.0000
180,2023/07/04,--,--,5830.0000,478762.0000,494.0000,494.0000,--,--,7266.0000,7310.0000
179,2023/07/05,--,--,5782.0000,480032.0000,494.0000,0.0000,--,--,7358.0000,7410.0000
178,2023/07/06,--,--,5730.0000,477827.0000,494.0000,0.0000,--,--,7332.0000,7371.0000
177,2023/07/07,--,--,4445.0000,483246.0000,794.0000,300.0000,--,--,7441.0000,7534.0000
176,2023/07/10,--,--,4334.0000,481761.0000,794.0000,0.0000,--,--,7488.0000,7531.0000
175,2023/07/11,--,--,4264.0000,468612.0000,794.0000,0.0000,--,--,7542.0000,7532.0000
174,2023/07/12,--,--,2419.0000,479216.0000,994.0000,200.0000,--,--,7550.0000,7591.0000
173,2023/07/13,--,--,2319.0000,494017.0000,994.0000,0.0000,--,--,7667.0000,7770.0000
172,2023/07/14,--,--,1849.0000,484410.0000,952.0000,-42.0000,--,--,7856.0000,7934.0000
171,2023/07/17,--,--,1584.0000,462845.0000,952.0000,0.0000,--,--,7820.0000,7933.0000
170,2023/07/18,--,--,1505.0000,477801.0000,852.0000,-100.0000,--,--,7864.0000,7941.0000
169,2023/07/19,--,--,816.0000,481943.0000,833.0000,-19.0000,--,--,7991.0000,8101.0000
168,2023/07/20,--,--,816.0000,484065.0000,833.0000,0.0000,--,--,7879.0000,7972.0000
167,2023/07/21,--,--,777.0000,484028.0000,1009.0000,176.0000,--,--,8008.0000,8165.0000
166,2023/07/24,--,--,757.0000,468012.0000,991.0000,-18.0000,--,--,7953.0000,8160.0000
165,2023/07/25,--,--,1.0000,465508.0000,1548.0000,557.0000,--,--,7940.0000,7742.0000
164,2023/07/26,--,--,0.0000,467436.0000,1547.0000,-1.0000,--,--,8127.0000,7911.0000
163,2023/07/27,--,--,21755.0000,456114.0000,1297.0000,-250.0000,--,--,8066.0000,8139.0000
162,2023/07/28,--,--,14253.0000,471574.0000,138.0000,-1159.0000,--,--,8106.0000,8209.0000
161,2023/07/31,--,--,8038.0000,472745.0000,0.0000,-138.0000,--,--,8325.0000,8464.0000
160,2023/08/01,--,--,6676.0000,456021.0000,--,--,--,--,8386.0000,8501.0000
159,2023/08/02,--,--,6103.0000,458099.0000,--,--,--,--,8385.0000,8512.0000
158,2023/08/03,--,--,5992.0000,461620.0000,--,--,--,--,8308.0000,8440.0000
157,2023/08/04,--,--,5418.0000,470146.0000,100.0000,100.0000,--,--,8352.0000,8522.0000
156,2023/08/07,--,--,4749.0000,468281.0000,1000.0000,900.0000,--,--,8268.0000,8387.0000
155,2023/08/08,--,--,4343.0000,493502.0000,1000.0000,0.0000,--,--,8263.0000,8398.0000
154,2023/08/09,--,--,4215.0000,500037.0000,1019.0000,19.0000,--,--,8314.0000,8615.0000
153,2023/08/10,--,--,4215.0000,517819.0000,966.0000,-53.0000,--,--,8472.0000,8630.0000
152,2023/08/11,--,--,4173.0000,504705.0000,966.0000,0.0000,--,--,8424.0000,8669.0000
151,2023/08/14,--,--,4173.0000,482022.0000,367.0000,-599.0000,--,--,8353.0000,8563.0000
150,2023/08/15,--,--,4140.0000,478794.0000,66.0000,-301.0000,--,--,8270.0000,8459.0000
149,2023/08/16,--,--,3912.0000,494488.0000,66.0000,0.0000,--,--,8290.0000,8463.0000
148,2023/08/17,--,--,3579.0000,499284.0000,66.0000,0.0000,--,--,8292.0000,8509.0000
147,2023/08/18,--,--,3522.0000,513970.0000,1016.0000,950.0000,--,--,8578.0000,8837.0000
146,2023/08/21,--,--,3439.0000,521101.0000,983.0000,-33.0000,--,--,8443.0000,8792.0000
145,2023/08/22,--,--,2860.0000,490709.0000,969.0000,-14.0000,--,--,8459.0000,8717.0000
144,2023/08/23,--,--,2770.0000,497753.0000,969.0000,0.0000,--,--,8530.0000,8849.0000
143,2023/08/24,--,--,2766.0000,478517.0000,2661.0000,1692.0000,--,--,8503.0000,8798.0000
142,2023/08/25,--,--,1608.0000,458409.0000,2894.0000,233.0000,--,--,8416.0000,8698.0000
141,2023/08/28,--,--,0.0000,441794.0000,4085.0000,1191.0000,--,--,8378.0000,8654.0000
140,2023/08/29,--,--,15329.0000,444298.0000,3711.0000,-374.0000,--,--,8388.0000,8521.0000
139,2023/08/30,--,--,10280.0000,464261.0000,3031.0000,-680.0000,--,--,8486.0000,8622.0000
138,2023/08/31,--,--,3830.0000,445746.0000,0.0000,-3031.0000,--,--,8481.0000,8618.0000
137,2023/09/01,--,--,2832.0000,471028.0000,20.0000,20.0000,--,--,8633.0000,8807.0000
136,2023/09/04,--,--,2589.0000,461355.0000,20.0000,0.0000,--,--,8763.0000,8908.0000
135,2023/09/05,--,--,2346.0000,466825.0000,0.0000,-20.0000,--,--,8813.0000,8962.0000
134,2023/09/06,--,--,1763.0000,515268.0000,--,--,--,--,9062.0000,9277.0000
133,2023/09/07,--,--,1556.0000,495515.0000,--,--,--,--,9289.0000,9318.0000
132,2023/09/08,--,--,1120.0000,484630.0000,200.0000,200.0000,--,--,9225.0000,9388.0000
131,2023/09/11,--,--,1012.0000,498074.0000,200.0000,0.0000,--,--,9253.0000,9376.0000
130,2023/09/12,--,--,712.0000,535843.0000,200.0000,0.0000,--,--,9484.0000,9613.0000
129,2023/09/13,--,--,712.0000,569011.0000,110.0000,-90.0000,--,--,9695.0000,9940.0000
128,2023/09/14,--,--,712.0000,589952.0000,110.0000,0.0000,--,--,9883.0000,10131.0000
127,2023/09/15,--,--,712.0000,569735.0000,310.0000,200.0000,--,--,9744.0000,9850.0000
126,2023/09/18,--,--,707.0000,539083.0000,224.0000,-86.0000,--,--,9491.0000,9700.0000
125,2023/09/19,--,--,677.0000,537671.0000,107.0000,-117.0000,--,--,9476.0000,9678.0000
124,2023/09/20,--,--,677.0000,520023.0000,69.0000,-38.0000,--,--,9325.0000,9678.0000
123,2023/09/21,--,--,677.0000,530404.0000,644.0000,575.0000,--,--,9095.0000,9153.0000
122,2023/09/22,--,--,83.0000,517845.0000,727.0000,83.0000,--,--,9023.0000,9113.0000
121,2023/09/25,--,--,0.0000,504446.0000,1609.0000,882.0000,--,--,8971.0000,9617.0000
120,2023/09/26,--,--,35567.0000,472008.0000,803.0000,-806.0000,--,--,8744.0000,8836.0000
119,2023/09/27,--,--,18836.0000,441028.0000,469.0000,-334.0000,--,--,8786.0000,8839.0000
118,2023/09/28,--,--,3983.0000,403788.0000,0.0000,-469.0000,--,--,8917.0000,8987.0000
117,2023/10/09,--,--,3149.0000,409904.0000,--,--,--,--,8558.0000,8617.0000
116,2023/10/10,--,--,2402.0000,430860.0000,--,--,--,--,8468.0000,8418.0000
115,2023/10/11,--,--,2245.0000,433773.0000,340.0000,340.0000,--,--,8421.0000,8523.0000
114,2023/10/12,--,--,2089.0000,440372.0000,348.0000,8.0000,--,--,8328.0000,8446.0000
113,2023/10/13,--,--,2083.0000,437398.0000,95.0000,-253.0000,--,--,8448.0000,8441.0000
112,2023/10/16,--,--,2073.0000,447549.0000,536.0000,441.0000,--,--,8589.0000,8631.0000
111,2023/10/17,--,--,1860.0000,442280.0000,536.0000,0.0000,--,--,8500.0000,8545.0000
110,2023/10/18,--,--,1749.0000,440041.0000,498.0000,-38.0000,--,--,8587.0000,8650.0000
109,2023/10/19,--,--,1729.0000,434025.0000,455.0000,-43.0000,--,--,8588.0000,8700.0000
108,2023/10/20,--,--,1729.0000,434471.0000,436.0000,-19.0000,--,--,8633.0000,8700.0000
107,2023/10/23,--,--,1134.0000,430278.0000,1289.0000,853.0000,--,--,8529.0000,8700.0000
106,2023/10/24,--,--,934.0000,425548.0000,1439.0000,150.0000,--,--,8589.0000,8700.0000
105,2023/10/25,--,--,736.0000,425735.0000,1714.0000,275.0000,--,--,8491.0000,8700.0000
104,2023/10/26,--,--,0.0000,415351.0000,1394.0000,-320.0000,--,--,8413.0000,8665.0000
103,2023/10/27,--,--,25993.0000,428003.0000,1160.0000,-234.0000,--,--,8446.0000,8500.0000
102,2023/10/30,--,--,15574.0000,461699.0000,1100.0000,-60.0000,--,--,8667.0000,8710.0000
101,2023/10/31,--,--,3933.0000,462755.0000,0.0000,-1100.0000,--,--,8681.0000,8752.0000
100,2023/11/01,--,--,2541.0000,461167.0000,--,--,--,--,8777.0000,8830.0000
99,2023/11/02,--,--,1335.0000,453005.0000,--,--,--,--,8724.0000,8813.0000
98,2023/11/03,--,--,1245.0000,460765.0000,--,--,--,--,8683.0000,8772.0000
97,2023/11/06,--,--,1189.0000,461795.0000,--,--,--,--,8606.0000,8708.0000
96,2023/11/07,--,--,1186.0000,462159.0000,--,--,--,--,8613.0000,8604.0000
95,2023/11/08,--,--,1186.0000,470034.0000,--,--,--,--,8430.0000,8450.0000
94,2023/11/09,--,--,1176.0000,465693.0000,--,--,--,--,8399.0000,8403.0000
93,2023/11/10,--,--,1176.0000,462722.0000,--,--,--,--,8440.0000,8516.0000
92,2023/11/13,--,--,1088.0000,463463.0000,88.0000,88.0000,--,--,8371.0000,8516.0000
91,2023/11/14,--,--,1088.0000,456234.0000,88.0000,0.0000,--,--,8394.0000,8516.0000
90,2023/11/15,--,--,998.0000,472706.0000,176.0000,88.0000,--,--,8577.0000,8704.0000
89,2023/11/16,--,--,998.0000,475844.0000,176.0000,0.0000,--,--,8627.0000,8755.0000
88,2023/11/17,--,--,999.0000,487792.0000,176.0000,0.0000,--,--,8768.0000,8820.0000
87,2023/11/20,--,--,999.0000,489134.0000,176.0000,0.0000,--,--,8705.0000,8820.0000
86,2023/11/21,--,--,702.0000,460135.0000,1014.0000,838.0000,--,--,8615.0000,8820.0000
85,2023/11/22,--,--,312.0000,458835.0000,1014.0000,0.0000,--,--,8470.0000,8931.0000
84,2023/11/23,--,--,161.0000,456999.0000,1001.0000,-13.0000,--,--,8366.0000,8354.0000
83,2023/11/24,--,--,161.0000,458881.0000,1096.0000,95.0000,--,--,8385.0000,8354.0000
82,2023/11/27,--,--,0.0000,468146.0000,1009.0000,-87.0000,--,--,8355.0000,8711.0000
81,2023/11/28,--,--,12980.0000,497499.0000,1009.0000,0.0000,--,--,8133.0000,8186.0000
80,2023/11/29,--,--,6178.0000,493354.0000,953.0000,-56.0000,--,--,8074.0000,8122.0000
79,2023/11/30,--,--,1654.0000,480345.0000,0.0000,-953.0000,--,--,8095.0000,8097.0000
78,2023/12/01,--,--,1648.0000,485764.0000,--,--,--,--,8031.0000,8019.0000
77,2023/12/04,--,--,1424.0000,505835.0000,--,--,--,--,7913.0000,7896.0000
76,2023/12/05,--,--,1428.0000,521062.0000,92.0000,92.0000,--,--,7836.0000,7826.0000
75,2023/12/06,--,--,1427.0000,524836.0000,160.0000,68.0000,--,--,7900.0000,7901.0000
74,2023/12/07,--,--,1396.0000,534112.0000,94.0000,-66.0000,--,--,7937.0000,7993.0000
73,2023/12/08,--,--,1396.0000,527548.0000,34.0000,-60.0000,--,--,8071.0000,7993.0000
72,2023/12/11,--,--,1396.0000,533337.0000,20.0000,-14.0000,--,--,8074.0000,8100.0000
71,2023/12/12,--,--,1396.0000,533945.0000,20.0000,0.0000,--,--,8073.0000,8100.0000
70,2023/12/13,--,--,1396.0000,566484.0000,0.0000,-20.0000,--,--,8044.0000,8165.0000
69,2023/12/14,--,--,1396.0000,537765.0000,--,--,--,--,8118.0000,8120.0000
68,2023/12/15,--,--,1396.0000,530633.0000,--,--,--,--,8109.0000,8120.0000
67,2023/12/18,--,--,1396.0000,554720.0000,1220.0000,1220.0000,--,--,8144.0000,8186.0000
66,2023/12/19,--,--,176.0000,559201.0000,1220.0000,0.0000,--,--,8241.0000,8186.0000
65,2023/12/20,--,--,0.0000,585918.0000,1396.0000,176.0000,--,--,8382.0000,8186.0000
64,2023/12/21,--,--,0.0000,603406.0000,2320.0000,924.0000,--,--,8542.0000,8186.0000
63,2023/12/22,--,--,0.0000,592032.0000,1810.0000,-510.0000,--,--,8532.0000,8186.0000
62,2023/12/25,--,--,0.0000,588354.0000,1720.0000,-90.0000,--,--,8539.0000,8186.0000
61,2023/12/26,--,--,0.0000,601558.0000,1600.0000,-120.0000,--,--,8568.0000,8165.0000
60,2023/12/27,--,--,20947.0000,607762.0000,1600.0000,0.0000,--,--,8601.0000,8580.0000
59,2023/12/28,--,--,10487.0000,608111.0000,642.0000,-958.0000,--,--,8492.0000,8463.0000
58,2023/12/29,--,--,3291.0000,593073.0000,0.0000,-642.0000,--,--,8419.0000,8353.0000
57,2024/01/02,--,--,2814.0000,612519.0000,--,--,--,--,8559.0000,8416.0000
56,2024/01/03,--,--,2686.0000,575392.0000,--,--,--,--,8557.0000,8436.0000
55,2024/01/04,--,--,2686.0000,548201.0000,1200.0000,1200.0000,--,--,8522.0000,8436.0000
54,2024/01/05,--,--,2681.0000,496701.0000,1120.0000,-80.0000,--,--,8379.0000,8320.0000
53,2024/01/08,--,--,2681.0000,465841.0000,1120.0000,0.0000,--,--,8388.0000,8320.0000
52,2024/01/09,--,--,2681.0000,443164.0000,982.0000,-138.0000,--,--,8271.0000,8320.0000
51,2024/01/10,--,--,2666.0000,424813.0000,3107.0000,2125.0000,--,--,8350.0000,8320.0000
50,2024/01/11,--,--,1456.0000,423809.0000,2983.0000,-124.0000,--,--,8383.0000,8306.0000
49,2024/01/12,--,--,1380.0000,421231.0000,2779.0000,-204.0000,--,--,8477.0000,8373.0000
48,2024/01/15,--,--,1280.0000,410119.0000,2779.0000,0.0000,--,--,8444.0000,8373.0000
47,2024/01/16,--,--,717.0000,478001.0000,2679.0000,-100.0000,--,--,8651.0000,8373.0000
46,2024/01/17,--,--,717.0000,446544.0000,2673.0000,-6.0000,--,--,8725.0000,8373.0000
45,2024/01/18,--,--,517.0000,446873.0000,2835.0000,162.0000,--,--,8656.0000,8650.0000
44,2024/01/19,--,--,517.0000,450121.0000,2779.0000,-56.0000,--,--,8712.0000,8650.0000
43,2024/01/22,--,--,517.0000,462644.0000,4618.0000,1839.0000,--,--,8777.0000,8650.0000
42,2024/01/23,--,--,201.0000,469647.0000,4894.0000,276.0000,--,--,8809.0000,8800.0000
41,2024/01/24,--,--,0.0000,480267.0000,4718.0000,-176.0000,--,--,8902.0000,9000.0000
40,2024/01/25,--,--,0.0000,457134.0000,4118.0000,-600.0000,--,--,8862.0000,9000.0000
39,2024/01/26,--,--,0.0000,449611.0000,3869.0000,-249.0000,--,--,8864.0000,9000.0000
38,2024/01/29,--,--,16667.0000,442740.0000,3669.0000,-200.0000,--,--,8803.0000,8708.0000
37,2024/01/30,--,--,12338.0000,486236.0000,3669.0000,0.0000,--,--,8855.0000,8726.0000
36,2024/01/31,--,--,6378.0000,452798.0000,0.0000,-3669.0000,--,--,8779.0000,8694.0000
35,2024/02/01,--,--,5835.0000,471375.0000,900.0000,900.0000,--,--,8806.0000,8681.0000
34,2024/02/02,--,--,5241.0000,438942.0000,900.0000,0.0000,--,--,8719.0000,8667.0000
33,2024/02/05,--,--,4441.0000,421323.0000,2738.0000,1838.0000,--,--,8753.0000,8770.0000
32,2024/02/06,--,--,4338.0000,451656.0000,3890.0000,1152.0000,--,--,8802.0000,8826.0000
31,2024/02/07,--,--,4244.0000,472992.0000,3890.0000,0.0000,--,--,9045.0000,9055.0000
30,2024/02/08,--,--,4243.0000,425375.0000,3890.0000,0.0000,--,--,9099.0000,9068.0000
29,2024/02/19,--,--,4243.0000,465916.0000,3890.0000,0.0000,--,--,9310.0000,9270.0000
28,2024/02/20,--,--,4207.0000,475471.0000,5690.0000,1800.0000,--,--,9220.0000,9284.0000
27,2024/02/21,--,--,2770.0000,476392.0000,5690.0000,0.0000,--,--,9110.0000,9284.0000
26,2024/02/22,--,--,1400.0000,494197.0000,5658.0000,-32.0000,--,--,9177.0000,9284.0000
25,2024/02/23,--,--,1300.0000,481813.0000,5865.0000,207.0000,--,--,9124.0000,9284.0000
24,2024/02/26,--,--,0.0000,478079.0000,7434.0000,1569.0000,--,--,9080.0000,9130.0000
23,2024/02/27,--,--,38115.0000,466741.0000,5291.0000,-2143.0000,--,--,9072.0000,9029.0000
22,2024/02/28,--,--,19363.0000,464816.0000,4660.0000,-631.0000,--,--,9123.0000,9087.0000
21,2024/02/29,--,--,2542.0000,469094.0000,0.0000,-4660.0000,--,--,9035.0000,8986.0000
20,2024/03/01,--,--,1623.0000,469381.0000,--,--,--,--,9040.0000,8986.0000
19,2024/03/04,--,--,1585.0000,472415.0000,--,--,--,--,9110.0000,9078.0000
18,2024/03/05,--,--,1585.0000,482673.0000,--,--,--,--,9082.0000,9078.0000
17,2024/03/06,--,--,1507.0000,496901.0000,1772.0000,1772.0000,--,--,9179.0000,9164.0000
16,2024/03/07,--,--,1507.0000,497653.0000,1772.0000,0.0000,--,--,9134.0000,9164.0000
15,2024/03/08,--,--,1507.0000,512691.0000,1772.0000,0.0000,--,--,9201.0000,9164.0000
14,2024/03/11,--,--,1491.0000,569852.0000,1772.0000,0.0000,--,--,9284.0000,9207.0000
13,2024/03/12,--,--,1484.0000,545943.0000,1772.0000,0.0000,--,--,9313.0000,9320.0000
12,2024/03/13,--,--,1416.0000,561126.0000,1772.0000,0.0000,--,--,9307.0000,9330.0000
11,2024/03/14,--,--,1410.0000,605624.0000,1772.0000,0.0000,--,--,9394.0000,9330.0000
10,2024/03/15,--,--,1332.0000,586033.0000,1772.0000,0.0000,--,--,9503.0000,9550.0000
9,2024/03/18,--,--,1332.0000,575453.0000,1772.0000,0.0000,--,--,9414.0000,9550.0000
8,2024/03/19,--,--,1332.0000,564315.0000,1772.0000,0.0000,--,--,9357.0000,9550.0000
7,2024/03/20,--,--,1304.0000,538398.0000,2672.0000,900.0000,--,--,9280.0000,9550.0000
6,2024/03/21,--,--,1304.0000,505017.0000,4435.0000,1763.0000,--,--,9168.0000,9543.0000
5,2024/03/22,--,--,1200.0000,493507.0000,4079.0000,-356.0000,--,--,9194.0000,9543.0000
4,2024/03/25,--,--,1080.0000,486039.0000,3989.0000,-90.0000,--,--,9225.0000,9543.0000
3,2024/03/26,--,--,0.0000,494657.0000,3989.0000,0.0000,--,--,9302.0000,9480.0000
2,2024/03/27,--,--,36649.0000,487167.0000,3053.0000,-936.0000,--,--,9306.0000,9350.0000
1,2024/03/28,--,--,23570.0000,476310.0000,2656.0000,-397.0000,--,--,9257.0000,9301.0000
0,2024/03/29,--,--,9396.0000,473029.0000,0.0000,-2656.0000,--,--,9325.0000,9401.0000
